---- Log cleared: Thu Nov 07 2019 10:30:43 GMT+0800 (中国标准时间) ----
592.17 2.52 0,62,15,2,43,31,8,38,71,57,9,37,64,10,65,58,13,52,34,6,25,66,75,74,67,3,29,1,72,32,5,50,16,39,11,30,54,24,49,17,23,48,22,55,63,41,40,42,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,27,47
579.52 255.45 0,72,61,27,73,20,46,47,28,44,26,51,33,45,7,34,6,25,66,75,74,3,29,1,67,5,50,16,39,11,57,71,38,8,31,43,2,15,62,32,42,40,41,63,55,22,48,23,17,49,24,54,30,9,37,64,10,65,58,13,52,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,39,43
592.96 2.17 0,72,32,5,50,16,39,11,30,54,24,49,17,23,48,22,55,63,41,40,42,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,62,15,2,43,31,8,38,71,57,9,37,64,10,65,58,13,52,34,6,25,66,3,75,74,67,29,1,20,48
589.77 4.59 0,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,72,1,29,3,67,74,75,66,25,6,34,52,13,58,10,65,64,37,9,57,71,38,8,31,43,2,15,62,32,5,50,16,39,11,30,54,24,49,17,23,48,22,55,63,41,40,42,28,56
591.04 3.32 0,32,5,50,16,11,39,30,54,24,49,17,23,48,22,55,63,41,40,42,62,15,2,43,31,8,38,71,57,9,37,64,65,10,58,13,52,34,6,25,66,75,74,67,3,29,1,72,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,19,47
589.77 4.59 0,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,72,1,29,3,67,74,75,66,25,6,34,52,13,58,10,65,64,37,9,57,71,38,8,31,43,2,15,62,32,5,50,16,39,11,30,54,24,49,17,23,48,22,55,63,41,40,42,28,56
592.96 2.17 0,72,32,5,50,16,39,11,30,54,24,49,17,23,48,22,55,63,41,40,42,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,62,15,2,43,31,8,38,71,57,9,37,64,10,65,58,13,52,34,6,25,66,3,75,74,67,29,1,20,48
592.47 2.23 0,72,32,5,50,16,39,11,30,54,24,49,17,23,48,22,55,63,41,40,42,1,29,67,3,74,75,66,25,6,34,52,13,58,65,10,64,37,9,57,71,38,8,31,43,2,15,62,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,20,47
592.17 2.52 0,62,15,2,43,31,8,38,71,57,9,37,64,10,65,58,13,52,34,6,25,66,75,74,67,3,29,1,72,32,5,50,16,39,11,30,54,24,49,17,23,48,22,55,63,41,40,42,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,27,47
592.44 2.25 0,62,15,2,43,31,8,38,71,57,9,37,64,65,10,58,13,52,34,6,25,66,75,74,3,67,29,1,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,72,32,5,50,16,39,11,30,54,24,49,17,23,48,22,55,63,41,40,42,27,55
592.17 2.52 0,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,42,40,41,63,55,22,48,23,17,49,24,54,30,11,39,16,50,5,32,72,1,29,3,67,74,75,66,25,6,34,52,13,58,65,10,64,37,9,57,71,38,8,31,43,2,15,62,28,48
579.86 172.23 0,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,72,1,29,3,67,74,75,66,25,6,34,52,13,58,65,10,64,37,9,30,54,24,49,17,23,48,22,55,40,41,63,42,32,5,50,16,39,11,57,71,38,8,31,43,2,15,62,28,60
592.15 2.55 0,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,62,15,2,43,31,8,38,71,57,9,37,64,65,10,58,13,52,34,6,25,66,75,74,67,3,29,1,42,40,41,63,55,22,48,23,17,49,24,54,30,11,39,16,50,5,32,72,28,55
592.15 2.55 0,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,72,32,5,50,16,39,11,30,54,24,49,17,23,48,22,55,63,41,40,42,1,29,3,67,74,75,66,25,6,34,52,13,58,10,65,64,37,9,57,71,38,8,31,43,2,15,62,28,48
589.77 4.59 0,62,15,2,43,31,8,38,71,57,9,37,64,65,10,58,13,52,34,6,25,66,75,74,67,3,29,1,72,42,40,41,63,55,22,48,23,17,49,24,54,30,11,39,16,50,5,32,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,28,47
586.24 6.94 0,62,15,2,43,31,8,38,71,30,54,24,49,17,23,48,22,55,63,41,40,42,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,32,5,50,16,39,11,57,9,37,64,65,10,58,13,52,34,6,25,66,75,74,67,3,29,1,72,21,49
571.2 324.63 0,32,62,15,2,43,31,8,38,71,57,11,39,16,50,5,67,1,29,3,74,75,25,66,33,45,51,26,44,28,47,46,20,73,27,61,72,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,34,6,52,13,58,10,65,64,37,9,30,54,24,49,17,23,48,22,55,40,41,63,42,1,36
592.96 2.17 0,42,40,41,63,55,22,48,23,17,49,24,54,30,11,39,16,50,5,32,72,1,29,67,74,75,3,66,25,6,34,52,13,58,65,10,64,37,9,57,71,38,8,31,43,2,15,62,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,20,47
569.16 332.71 0,32,62,15,2,43,31,8,38,71,57,11,39,16,50,5,67,74,75,25,66,3,33,45,51,26,44,28,47,46,20,73,29,1,72,42,61,27,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,34,6,52,13,58,65,10,64,37,9,30,54,24,49,17,23,48,22,55,40,41,63,21,34,35
591.04 3.32 0,72,1,29,3,67,74,75,66,25,6,34,52,13,58,10,65,64,37,9,57,71,38,8,31,43,2,15,62,32,5,50,16,11,39,30,54,24,49,17,23,48,22,55,63,41,40,42,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,28,47
582.12 14.78 0,72,1,29,3,67,74,75,66,25,6,34,52,13,58,10,65,64,37,9,57,71,11,39,16,50,5,32,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,42,63,41,40,55,22,48,23,17,49,24,54,30,38,8,31,43,2,15,62,27,55
587.65 5.53 0,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,72,1,29,3,67,74,75,66,25,6,34,52,13,58,10,65,64,37,9,57,11,39,16,50,5,32,63,41,40,42,55,22,48,23,17,49,24,54,30,71,38,8,31,43,2,15,62,28,54
592.17 2.52 0,72,32,5,50,16,39,11,30,54,24,49,17,23,48,22,55,63,41,40,42,62,15,2,43,31,8,38,71,57,9,37,64,10,65,58,13,52,34,6,25,66,75,74,67,3,29,1,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,20,47
586.84 6.33 0,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,62,15,2,43,31,8,38,71,30,54,24,49,17,23,48,22,55,40,42,41,63,32,5,50,16,39,11,57,9,37,64,65,10,58,13,52,34,6,25,66,75,74,67,3,29,1,72,28,49
592.44 2.25 0,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,42,40,41,63,55,22,48,23,17,49,24,54,30,11,39,16,50,5,32,72,1,29,67,3,74,75,66,25,6,34,52,13,58,10,65,64,37,9,57,71,38,8,31,43,2,15,62,28,48
591.2 3.19 0,62,15,2,43,31,8,38,71,57,9,37,64,10,65,58,13,52,34,6,25,66,75,74,67,3,29,1,72,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,32,5,50,16,39,11,30,54,24,49,17,23,48,22,55,42,40,41,63,28,56
577.81 264.91 0,55,22,48,23,17,49,24,54,30,9,37,64,65,10,58,13,52,6,34,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,63,41,40,42,72,61,27,73,20,46,47,28,44,26,51,7,45,33,66,25,75,74,3,29,1,67,5,50,16,39,11,57,71,38,8,31,43,2,15,62,32,34,38
569.61 329.99 0,72,32,62,15,2,43,31,8,38,71,57,11,39,16,50,5,67,1,29,3,74,75,25,66,33,45,51,26,44,28,47,46,20,73,27,61,42,63,41,40,55,22,48,23,17,49,24,54,30,9,37,64,65,10,58,13,52,6,34,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,1,36
593.99 1.84 0,61,1,29,3,67,74,75,66,25,6,34,52,13,58,10,65,64,37,9,57,71,38,8,31,43,2,15,62,72,32,5,50,16,39,11,30,54,24,49,17,23,48,22,55,63,41,40,42,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,28,48
592.47 2.23 0,62,15,2,43,31,8,38,71,57,9,37,64,10,65,58,13,52,34,6,25,66,75,74,3,67,29,1,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,42,40,41,63,55,22,48,23,17,49,24,54,30,11,39,16,50,5,32,72,27,55
569.61 329.99 0,61,27,73,20,46,47,28,44,26,51,45,33,66,25,75,74,3,29,1,67,5,50,16,39,11,57,71,38,8,31,43,2,15,62,32,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,34,6,52,13,58,10,65,64,37,9,30,54,24,49,17,23,48,22,55,40,41,63,42,72,35,74
577.14 267.51 0,32,62,15,2,43,31,8,38,71,57,11,39,16,50,5,67,74,75,25,66,3,33,45,51,26,44,28,47,46,20,73,29,1,61,72,42,40,41,63,21,55,22,48,23,17,49,24,54,30,9,37,64,10,65,58,13,52,6,34,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,27,35,40
590.26 3.67 0,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,72,1,29,3,67,74,75,66,25,6,34,52,13,58,65,10,64,37,9,57,11,39,16,50,5,32,42,41,40,63,55,22,48,23,17,49,24,54,30,71,38,8,31,43,2,15,62,28,54
596.6 0.29 0,32,5,50,16,39,11,71,57,9,37,64,65,10,58,13,52,34,6,25,66,75,74,67,3,29,1,72,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,22,55,48,23,17,49,24,54,30,38,8,31,43,2,15,62,63,41,40,42,27,55
592.17 2.52 0,72,32,5,50,16,39,11,30,54,24,49,17,23,48,22,55,63,41,40,42,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,62,15,2,43,31,8,38,71,57,9,37,64,10,65,58,13,52,34,6,25,66,75,74,67,3,29,1,20,48
573.59 309.37 0,62,15,2,43,31,8,38,71,57,11,39,16,50,5,67,1,29,3,74,75,66,25,6,34,52,13,58,10,65,64,37,9,30,54,24,49,17,23,48,22,55,32,72,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,63,41,40,42,41,43
756.59 0.02 0,43,2,31,8,38,30,54,24,49,17,23,48,15,62,32,72,61,1,29,73,27,20,46,47,28,44,26,51,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,50,16,39,11,71,57,9,37,64,10,65,58,13,52,6,34,7,45,33,3,66,25,75,74,67,5,42,40,41,63,55,22,26,48
569.61 329.99 0,42,63,41,40,55,22,48,23,17,49,24,54,30,9,37,64,65,10,58,13,52,6,34,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,72,32,62,15,2,43,31,8,38,71,57,11,39,16,50,5,67,1,29,3,74,75,25,66,33,45,51,26,44,28,47,46,20,73,27,61,39,40
592.96 2.17 0,42,40,41,63,55,22,48,23,17,49,24,54,30,11,39,16,50,5,32,72,1,29,67,74,75,3,66,25,6,34,52,13,58,65,10,64,37,9,57,71,38,8,31,43,2,15,62,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,20,47
591.64 2.72 0,72,1,29,3,67,74,75,66,25,6,34,52,13,58,10,65,64,37,9,57,71,38,8,31,43,2,15,62,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,32,5,50,16,11,39,30,54,24,49,17,23,48,22,55,40,42,41,63,28,56
592.96 2.17 0,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,1,29,67,74,75,3,66,25,6,34,52,13,58,65,10,64,37,9,57,71,38,8,31,43,2,15,62,42,40,41,63,55,22,48,23,17,49,24,54,30,11,39,16,50,5,32,72,28,55
592.17 2.52 0,42,40,41,63,55,22,48,23,17,49,24,54,30,11,39,16,50,5,32,72,62,15,2,43,31,8,38,71,57,9,37,64,10,65,58,13,52,34,6,25,66,75,74,67,3,29,1,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,20,47
573.31 311.79 0,32,42,40,41,63,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,72,55,22,48,23,17,49,24,54,30,9,37,64,65,10,58,13,52,34,6,25,66,75,74,3,29,1,67,5,50,16,39,11,57,71,38,8,31,43,2,15,62,1,34
594.32 0.83 0,62,15,2,43,31,8,38,71,30,54,24,49,17,23,48,22,55,42,40,41,63,21,72,32,5,50,16,39,11,57,9,37,64,10,65,58,13,52,34,6,25,66,75,74,67,3,29,1,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,22,48
589.94 4.42 0,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,42,40,41,63,55,22,48,23,17,49,24,54,30,71,11,39,16,50,5,32,62,15,2,43,31,8,38,57,9,37,64,65,10,58,13,52,34,6,25,66,75,74,67,3,29,1,72,28,48
582.09 16.38 0,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,32,5,50,16,39,11,71,57,9,37,64,65,10,58,13,52,34,6,25,66,3,75,74,67,29,1,72,42,41,63,40,55,22,48,23,17,49,24,54,30,38,8,31,43,2,15,62,28,55
575.3 269.98 0,32,62,15,2,43,31,8,38,71,57,11,39,16,50,5,67,74,75,25,66,3,33,45,51,26,44,28,47,46,20,73,29,1,55,22,48,23,17,49,24,54,30,9,37,64,10,65,58,13,52,6,34,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,27,61,72,42,40,41,63,21,33,70
569.61 329.99 0,61,27,73,20,46,47,28,44,26,51,45,33,66,25,75,74,3,29,1,67,5,50,16,39,11,57,71,38,8,31,43,2,15,62,32,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,34,6,52,13,58,10,65,64,37,9,30,54,24,49,17,23,48,22,55,40,41,63,42,72,35,74
571.71 323.04 0,42,40,41,63,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,72,32,62,15,2,43,31,8,38,71,57,11,39,16,50,5,67,1,29,3,74,75,66,25,6,34,52,13,58,10,65,64,37,9,30,54,24,49,17,23,48,22,55,32,33
575.3 269.98 0,72,61,27,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,34,6,52,13,58,65,10,64,37,9,30,54,24,49,17,23,48,22,55,21,63,41,40,42,1,29,73,20,46,47,28,44,26,51,45,33,3,66,25,75,74,67,5,50,16,39,11,57,71,38,8,31,43,2,15,62,32,37,42
595.11 0.33 0,1,29,67,74,75,3,66,25,6,34,52,13,58,65,10,64,37,9,57,11,39,16,50,5,32,72,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,62,15,2,43,31,8,38,71,30,54,24,49,17,23,48,22,55,42,40,41,63,21,26,53
580.3 144.5 0,42,40,41,63,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,32,5,50,16,39,11,57,71,38,8,31,43,2,15,62,55,22,48,23,17,49,24,54,30,9,37,64,65,10,58,13,52,34,6,25,66,75,74,67,3,29,1,72,32,47

---- Log retrieved: Thu Nov 07 2019 10:30:43 GMT+0800 (中国标准时间) ----
---- Session duration: 00:06:42 ----
