---- Log cleared: Mon Nov 11 2019 10:20:13 GMT+0800 (中国标准时间) ----
586.26 6.94 0,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,62,15,2,43,31,8,38,71,30,54,24,49,17,23,48,22,55,63,41,40,42,32,5,50,16,39,11,57,9,37,64,10,65,58,13,52,34,6,25,66,75,74,67,3,29,1,72,28,49
591.07 3.32 0,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,62,15,2,43,31,8,38,71,57,9,37,64,10,65,58,13,52,34,6,25,66,75,74,67,3,29,1,72,42,40,41,63,55,22,48,23,17,49,24,54,30,39,11,16,50,5,32,28,56
586.26 6.94 0,72,1,29,3,67,74,75,66,25,6,34,52,13,58,65,10,64,37,9,57,11,39,16,50,5,32,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,42,40,41,63,55,22,48,23,17,49,24,54,30,71,38,8,31,43,2,15,62,26,54
585.89 11 0,63,41,40,42,55,22,48,23,17,49,24,54,30,38,8,31,43,2,15,62,32,5,50,16,39,11,71,57,9,37,64,65,10,58,13,52,34,6,25,66,75,74,67,3,29,1,72,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,20,47
592.15 2.55 0,62,15,2,43,31,8,38,71,57,9,37,64,65,10,58,13,52,34,6,25,66,75,74,67,3,29,1,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,72,32,5,50,16,39,11,30,54,24,49,17,23,48,22,55,63,41,40,42,27,55
587.65 5.53 0,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,72,1,29,3,67,74,75,66,25,6,34,52,13,58,10,65,64,37,9,57,11,39,16,50,5,32,62,15,2,43,31,8,38,71,30,54,24,49,17,23,48,22,55,42,40,41,63,28,54
585.89 11 0,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,62,15,2,43,31,8,38,30,54,24,49,17,23,48,22,55,42,40,41,63,72,1,29,3,67,74,75,66,25,6,34,52,13,58,10,65,64,37,9,57,71,11,39,16,50,5,32,28,48
595.13 1.39 0,72,1,29,3,67,74,75,66,25,6,34,52,13,58,65,10,64,37,9,57,71,11,39,16,50,5,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,42,40,41,63,55,22,48,23,17,49,24,54,30,8,38,31,43,2,15,62,32,26,54
585.89 11 0,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,62,15,2,43,31,8,38,30,54,24,49,17,23,48,22,55,42,40,41,63,72,1,29,3,67,74,75,66,25,6,34,52,13,58,10,65,64,37,9,57,71,11,39,16,50,5,32,28,48
595.02 1.78 0,62,15,2,43,31,8,38,71,57,30,54,24,49,17,23,48,22,55,63,41,40,42,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,72,32,5,50,16,39,11,9,37,64,10,65,58,13,52,34,6,25,66,75,74,67,3,29,1,22,50
593.99 1.84 0,72,32,5,50,16,39,11,30,54,24,49,17,23,48,22,55,63,41,40,42,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,62,15,2,43,31,8,38,71,57,9,37,64,65,10,58,13,52,34,6,25,66,75,74,67,3,29,1,61,20,47
573.06 266.55 0,42,21,63,41,40,55,22,48,23,17,49,24,54,30,9,37,64,65,10,58,13,52,34,6,57,71,38,8,31,43,2,15,62,32,5,50,16,39,11,25,66,3,75,74,67,1,29,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,27,61,72,1,33
592.15 2.55 0,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,1,29,3,67,74,75,66,25,6,34,52,13,58,10,65,64,37,9,57,71,38,8,31,43,2,15,62,42,40,41,63,55,22,48,23,17,49,24,54,30,11,39,16,50,5,32,72,28,55
585.89 11 0,63,41,40,42,55,22,48,23,17,49,24,54,30,38,8,31,43,2,15,62,32,5,50,16,39,11,71,57,9,37,64,65,10,58,13,52,34,6,25,66,75,74,67,3,29,1,72,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,20,47
592.15 2.55 0,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,1,29,3,67,74,75,66,25,6,34,52,13,58,10,65,64,37,9,57,71,38,8,31,43,2,15,62,42,40,41,63,55,22,48,23,17,49,24,54,30,11,39,16,50,5,32,72,28,55
584.51 12.43 0,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,72,1,29,3,67,74,75,66,25,6,34,52,13,58,65,10,64,37,9,57,71,11,39,16,50,5,32,42,40,41,63,55,22,48,23,17,49,24,54,30,38,8,31,43,2,15,62,28,55
596.8 0.09 0,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,32,5,50,16,39,11,71,57,9,37,64,65,10,58,13,52,34,6,25,66,75,74,67,3,29,1,72,63,41,40,55,22,62,15,2,43,31,8,38,30,54,24,49,17,23,48,42,28,55
596.8 0.09 0,72,1,29,3,67,74,75,66,25,6,34,52,13,58,10,65,64,37,9,57,71,11,39,16,50,5,32,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,42,48,23,17,49,24,54,30,38,8,31,43,2,15,62,22,55,40,41,63,27,55
587.65 5.53 0,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,72,1,29,3,67,74,75,66,25,6,34,52,13,58,10,65,64,37,9,57,11,39,16,50,5,32,62,15,2,43,31,8,38,71,30,54,24,49,17,23,48,22,55,42,40,41,63,28,54
595.68 1.21 0,63,41,40,42,55,22,62,15,2,43,31,8,38,30,54,24,49,17,23,48,32,5,50,16,39,11,71,57,9,37,64,65,10,58,13,52,34,6,25,66,75,74,67,3,29,1,72,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,20,47
585.89 11 0,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,72,1,29,3,67,74,75,66,25,6,34,52,13,58,10,65,64,37,9,57,71,11,39,16,50,5,32,62,15,2,43,31,8,38,30,54,24,49,17,23,48,22,55,42,40,41,63,28,55
595.2 1.32 0,32,62,15,2,43,31,8,38,30,54,24,17,49,23,48,22,55,63,41,40,42,5,50,16,39,11,71,57,9,37,64,10,65,58,13,52,34,6,25,66,75,74,67,3,29,1,72,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,21,47
586.26 6.94 0,32,5,50,16,39,11,57,9,37,64,10,65,58,13,52,34,6,25,66,75,74,67,3,29,1,72,62,15,2,43,31,8,38,71,30,54,24,49,17,23,48,22,55,63,41,40,42,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,26,47
592.15 2.55 0,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,42,40,41,63,55,22,48,23,17,49,24,54,30,11,39,16,50,5,32,72,1,29,3,67,74,75,66,25,6,34,52,13,58,10,65,64,37,9,57,71,38,8,31,43,2,15,62,28,48
586.26 6.94 0,32,5,50,16,39,11,57,9,37,64,10,65,58,13,52,34,6,25,66,75,74,67,3,29,1,72,42,40,41,63,55,22,48,23,17,49,24,54,30,71,38,8,31,43,2,15,62,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,26,47
595.68 1.21 0,63,41,40,42,55,22,62,15,2,43,31,8,38,30,54,24,49,17,23,48,32,5,50,16,39,11,71,57,9,37,64,65,10,58,13,52,34,6,25,66,75,74,67,3,29,1,72,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,20,47
595.2 1.32 0,72,1,29,3,67,74,75,66,25,6,34,52,13,58,65,10,64,37,9,57,71,11,39,16,50,5,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,42,40,41,63,55,22,48,23,49,17,24,54,30,38,8,31,43,2,15,62,32,26,54
595.2 1.32 0,32,62,15,2,43,31,8,38,30,54,24,17,49,23,48,22,55,63,41,40,42,5,50,16,39,11,71,57,9,37,64,10,65,58,13,52,34,6,25,66,75,74,67,3,29,1,72,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,21,47
585.89 11 0,62,15,2,43,31,8,38,30,54,24,49,17,23,48,22,55,42,40,41,63,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,72,1,29,3,67,74,75,66,25,6,34,52,13,58,10,65,64,37,9,57,71,11,39,16,50,5,32,20,48
592.15 2.55 0,72,32,5,50,16,39,11,30,54,24,49,17,23,48,22,55,63,41,40,42,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,62,15,2,43,31,8,38,71,57,9,37,64,65,10,58,13,52,34,6,25,66,75,74,67,3,29,1,20,48
586.26 6.94 0,62,15,2,43,31,8,38,71,30,54,24,49,17,23,48,22,55,63,41,40,42,32,5,50,16,39,11,57,9,37,64,10,65,58,13,52,34,6,25,66,75,74,67,3,29,1,72,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,21,47
572.52 291.86 0,32,72,40,41,63,21,60,20,46,35,68,70,59,69,19,36,4,14,56,12,53,18,34,7,45,33,51,26,44,28,47,29,1,73,27,61,62,15,2,43,31,8,38,71,57,11,39,16,50,5,67,3,74,75,66,25,6,52,13,58,65,10,64,37,9,30,54,24,49,17,23,48,22,55,42,2,36
582.01 21.33 0,32,5,50,16,39,11,71,57,9,37,64,10,65,58,13,52,6,25,66,75,74,3,67,1,72,21,60,20,46,35,68,70,59,69,19,36,4,14,56,12,53,18,34,7,45,33,51,26,44,28,47,29,73,27,61,42,40,41,63,55,22,48,23,17,49,24,54,30,38,8,31,43,2,15,62,25,55
572.52 291.86 0,42,55,22,48,23,17,49,24,54,30,9,37,64,10,65,58,13,52,6,25,66,75,74,3,67,5,50,16,39,11,57,71,38,8,31,43,2,15,62,72,32,61,27,73,1,29,47,28,44,26,51,33,45,7,34,18,53,12,56,14,4,36,19,69,59,70,68,35,46,20,60,21,63,41,40,39,41
580.11 79.58 0,32,5,50,16,39,11,71,57,9,37,64,10,65,58,13,52,6,25,66,75,74,3,67,1,72,62,15,2,43,31,8,38,30,54,24,49,17,23,48,22,55,42,40,41,63,21,60,20,46,35,68,70,59,69,19,36,4,14,56,12,53,18,34,7,45,33,51,26,44,28,47,29,73,27,61,25,41
591.07 3.32 0,62,15,2,43,31,8,38,71,57,9,37,64,10,65,58,13,52,34,6,25,66,75,74,67,3,29,1,72,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,42,40,41,63,55,22,48,23,17,49,24,54,30,39,11,16,50,5,32,28,56
592.15 2.55 0,62,15,2,43,31,8,38,71,57,9,37,64,65,10,58,13,52,34,6,25,66,75,74,67,3,29,1,72,32,5,50,16,39,11,30,54,24,49,17,23,48,22,55,63,41,40,42,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,27,47
586.26 6.94 0,72,1,29,3,67,74,75,66,25,6,34,52,13,58,65,10,64,37,9,57,11,39,16,50,5,32,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,42,40,41,63,55,22,48,23,17,49,24,54,30,71,38,8,31,43,2,15,62,26,54
596.6 0.44 0,32,62,15,2,43,31,8,38,30,54,24,17,49,23,48,22,55,42,40,41,63,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,72,1,29,3,67,74,75,66,25,6,34,52,13,58,65,10,64,37,9,57,71,11,39,16,50,5,21,49
589.77 4.59 0,42,40,41,63,55,22,48,23,17,49,24,54,30,11,39,16,50,5,32,72,1,29,3,67,74,75,66,25,6,34,52,13,58,10,65,64,37,9,57,71,38,8,31,43,2,15,62,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,19,47
586.26 6.94 0,72,1,29,3,67,74,75,66,25,6,34,52,13,58,65,10,64,37,9,57,11,39,16,50,5,32,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,42,40,41,63,55,22,48,23,17,49,24,54,30,71,38,8,31,43,2,15,62,26,54
585.89 11 0,32,5,50,16,39,11,71,57,9,37,64,65,10,58,13,52,34,6,25,66,75,74,67,3,29,1,72,63,41,40,42,55,22,48,23,17,49,24,54,30,38,8,31,43,2,15,62,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,27,47
596.33 0.61 0,15,62,2,43,31,8,38,30,54,24,49,17,23,48,22,55,63,41,40,42,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,32,5,50,16,39,11,71,57,9,37,64,10,65,58,13,52,34,6,25,66,75,74,67,3,29,1,72,20,48
584.51 12.43 0,42,40,41,63,55,22,48,23,17,49,24,54,30,38,8,31,43,2,15,62,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,32,5,50,16,39,11,71,57,9,37,64,10,65,58,13,52,34,6,25,66,75,74,67,3,29,1,72,20,48
568.55 303.45 0,72,42,40,41,63,21,60,20,46,35,68,70,59,69,19,36,4,14,56,12,53,18,34,7,45,33,51,26,44,28,47,29,1,73,27,61,32,62,15,2,43,31,8,38,71,57,11,39,16,50,5,67,3,74,75,66,25,6,52,13,58,65,10,64,37,9,30,54,24,49,17,23,48,22,55,1,36
584.51 12.43 0,62,15,2,43,31,8,38,30,54,24,49,17,23,48,22,55,63,41,40,42,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,32,5,50,16,39,11,71,57,9,37,64,10,65,58,13,52,34,6,25,66,75,74,67,3,29,1,72,20,48
568.55 303.45 0,42,40,41,63,21,60,20,46,35,68,70,59,69,19,36,4,14,56,12,53,18,34,7,45,33,51,26,44,28,47,29,1,73,27,61,32,62,15,2,43,31,8,38,71,57,11,39,16,50,5,67,3,74,75,66,25,6,52,13,58,65,10,64,37,9,30,54,24,49,17,23,48,22,55,72,35,74
591.07 3.32 0,32,5,50,16,11,39,30,54,24,49,17,23,48,22,55,63,41,40,42,72,1,29,3,67,74,75,66,25,6,34,52,13,58,65,10,64,37,9,57,71,38,8,31,43,2,15,62,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,19,47
595 1.8 0,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,1,29,3,67,74,75,66,25,6,34,52,13,58,10,65,64,37,9,11,39,16,50,5,32,72,42,40,41,63,55,22,48,23,17,49,24,54,30,57,71,38,8,31,43,2,15,62,28,53
584.51 12.43 0,72,1,29,3,67,74,75,66,25,6,34,52,13,58,65,10,64,37,9,57,71,11,39,16,50,5,32,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,62,15,2,43,31,8,38,30,54,24,49,17,23,48,22,55,63,41,40,42,27,55
570.15 292.19 0,62,15,2,43,31,8,38,71,57,11,39,16,50,5,67,3,74,75,66,25,6,52,13,58,65,10,64,37,9,30,54,24,49,17,23,48,22,55,32,72,61,27,73,1,29,47,28,44,26,51,33,45,7,34,18,53,12,56,14,4,36,19,69,59,70,68,35,46,20,60,21,63,41,40,42,38,39
595.13 1.39 0,32,62,15,2,43,31,38,8,30,54,24,49,17,23,48,22,55,63,41,40,42,5,50,16,39,11,71,57,9,37,64,10,65,58,13,52,34,6,25,66,75,74,67,3,29,1,72,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,21,47
584.51 12.43 0,72,1,29,3,67,74,75,66,25,6,34,52,13,58,65,10,64,37,9,57,71,11,39,16,50,5,32,62,15,2,43,31,8,38,30,54,24,49,17,23,48,22,55,63,41,40,42,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,27,47
595.68 1.21 0,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,32,5,50,16,39,11,71,57,9,37,64,65,10,58,13,52,34,6,25,66,75,74,67,3,29,1,72,48,23,17,49,24,54,30,38,8,31,43,2,15,62,22,55,42,40,41,63,28,55
584.51 12.43 0,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,32,5,50,16,39,11,71,57,9,37,64,10,65,58,13,52,34,6,25,66,75,74,67,3,29,1,72,62,15,2,43,31,8,38,30,54,24,49,17,23,48,22,55,63,41,40,42,28,55
584.51 12.43 0,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,72,1,29,3,67,74,75,66,25,6,34,52,13,58,65,10,64,37,9,57,71,11,39,16,50,5,32,62,15,2,43,31,8,38,30,54,24,49,17,23,48,22,55,63,41,40,42,28,55
593.77 2.5 0,62,15,2,43,31,8,38,71,57,9,37,64,65,10,58,13,52,34,6,25,66,75,74,67,3,29,1,72,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,32,5,50,16,39,11,30,54,24,49,17,23,48,22,55,63,40,41,42,28,56
568.55 303.45 0,55,22,48,23,17,49,24,54,30,9,37,64,10,65,58,13,52,6,25,66,75,74,3,67,5,50,16,39,11,57,71,38,8,31,43,2,15,62,32,72,61,27,73,1,29,47,28,44,26,51,33,45,7,34,18,53,12,56,14,4,36,19,69,59,70,68,35,46,20,60,21,63,41,40,42,39,40
596.1 0.84 0,21,60,68,35,70,59,69,19,36,4,14,56,12,53,18,7,45,33,51,26,44,28,47,46,20,73,27,61,72,1,29,3,67,74,75,66,25,6,34,52,13,58,65,10,64,37,9,57,71,11,39,16,50,5,32,55,22,48,23,17,49,24,54,30,38,8,31,43,2,15,62,63,41,40,42,28,55
596.1 0.84 0,42,40,41,63,62,15,2,43,31,8,38,30,54,24,49,17,23,48,22,55,32,5,50,16,39,11,71,57,9,37,64,10,65,58,13,52,34,6,25,66,75,74,67,3,29,1,72,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,20,47
580.63 79.06 0,32,5,50,16,39,11,71,57,9,37,64,10,65,58,13,52,6,25,66,75,74,3,67,1,72,22,55,48,23,17,49,24,54,30,38,8,31,43,2,15,62,42,40,41,63,21,60,20,46,35,68,70,59,69,19,36,4,14,56,12,53,18,34,7,45,33,51,26,44,28,47,29,73,27,61,25,41
568.55 303.45 0,55,22,48,23,17,49,24,54,30,9,37,64,10,65,58,13,52,6,25,66,75,74,3,67,5,50,16,39,11,57,71,38,8,31,43,2,15,62,32,72,61,27,73,1,29,47,28,44,26,51,33,45,7,34,18,53,12,56,14,4,36,19,69,59,70,68,35,46,20,60,21,63,41,40,42,39,40
595.68 1.21 0,61,27,73,20,46,47,28,44,26,51,33,45,7,18,53,12,56,14,4,36,19,69,59,70,35,68,60,21,48,23,17,49,24,54,30,38,8,31,43,2,15,62,22,55,42,40,41,63,72,1,29,3,67,74,75,66,25,6,34,52,13,58,10,65,64,37,9,57,71,11,39,16,50,5,32,28,48

---- Log retrieved: Mon Nov 11 2019 10:20:13 GMT+0800 (中国标准时间) ----
---- Session duration: 00:05:49 ----
